word,score
great,0.3639622946803013
not,-0.2893382487719432
works,0.259849689255953
excellent,0.2130735988970712
t,-0.2004802675454825
price,0.18855045199349374
money,-0.17639381931700726
fine,0.16788647980886864
work,-0.15849313382000393
junk,-0.15725612594816973
poor,-0.15495046169246218
bad,-0.14877349324650632
good,0.14772894459360136
value,0.13666527946647275
best,0.1361006031506367
love,0.13563383575641355
fast,0.13553425401493577
back,-0.13376169830623588
out,-0.1328475527945154
not_the,0.13252801713208462
broken,-0.13132827986054238
hard_to,-0.12865044119411012
free,0.1273822456640302
very_good,0.12384966928184012
garmin,0.12365975201885258
after,-0.12329408181752557
thing,-0.1216711912182312
used,0.11926146691128879
problem_with,0.1190873842505276
it_works,0.11769066669301328
ends,-0.11746880915411849
hard,-0.11724753938276201
perfect,0.11721908269900534
recorder,-0.11718645378241127
the_two,-0.11648726269685382
waste,-0.1164501419897964
this_item,-0.1163590741529725
too,-0.11569927995107157
expected,0.11446625098249102
delivered,-0.11373703735010683
buy,-0.11244649531600162
if,-0.11219303025836948
first,-0.11175123271539447
problem,0.11156834034105104
buy_the,-0.1103762078451701
ordered,0.10878579848573379
perfectly,0.10830713315493173
this_thing,-0.10785734788343354
sucks,-0.10759589523913679
item,-0.10725282083938512
return,-0.10643418277081106
cannot,-0.1058366983043144
stopped,-0.10544102898184607
they,0.10423226224363635
adapter,0.1039224503631163
the_best,0.10377004630077784
nice,0.10331069583691711
expectations,-0.10295112181390018
t_work,-0.1027463061642499
on_time,-0.1017693355631899
outstanding,0.10160107655944173
use,0.10097115763482926
a_problem,0.1004984465399217
while,-0.10043806877379997
your,-0.10027811165115487
was_broken,-0.09977236221632527
ends_was,-0.09977236221632527
two_ends,-0.09977236221632527
you,0.0994214274382546
did_not,-0.09747247632185443
piece,-0.09618834897215103
highly,0.09486500302098974
seemed,-0.09434698614675986
but_not,0.09404773679234774
terrible,-0.09364901437791551
far,0.0936373069644264
due_to,-0.093411470348372
due,-0.093411470348372
working,-0.09259903926727459
two,-0.09249391124169246
beware,-0.09244250815980483
discs,-0.09171611216173406
quite,0.09166991238579263
so,-0.09106133386549374
s,0.09097469873634743
wiring,-0.09091243333123644
better,-0.090607722429809
usable,-0.09058022688769224
one,0.08876004818902483
easy,0.08866829655016827
review,0.08855963755227207
no_problems,0.0883872484380303
transfer,-0.08784771801477897
credit,-0.0875174603154635
corrupted,-0.08721501444078839
pretty,0.08696376072320373
video,0.08559098560742934
am_not,-0.08526958813577792
hold,-0.08506263855910731
case,0.08432054383313903
computer,-0.08383283391441806
transfer_great,-0.08345742371399174
recorder_meets,-0.08345742371399174
and_moreeasy,-0.08345742371399174
moreeasy,-0.08345742371399174
the_voice,-0.08345742371399174
meets,-0.08345742371399174
voice_recorder,-0.08345742371399174
320m,-0.08345742371399174
olympus,-0.08345742371399174
results,-0.08345742371399174
moreeasy_to,-0.08345742371399174
use_easy,-0.08345742371399174
expectations_and,-0.08345742371399174
meets_all,-0.08345742371399174
great_results,-0.08345742371399174
hp,0.08327971158039288
avoid,-0.08319572451383443
dual,0.08306584462449858
poor_quality,-0.08297467630771338
since_it,-0.08183408999658334
the_sandisk,0.08141349334626426
put,-0.08118808804517608
better_than,0.08105700976553204
not_so,-0.0809606036873291
so_good,-0.0809606036873291
job,0.08047954334273244
voice,-0.08026359352849671
bought_this,0.07922366921197216
to_transfer,-0.07921188251661052
disappointed,-0.07848731434035162
pictures,-0.07822629336143716
now,-0.07819957095474304
using,0.07761999735165726
card_failed,-0.0766938677520931
works_as,0.07665289288180258
setup,-0.07644664439184727
careful,-0.07582383223364554
install,0.0755405158277901
to_install,0.0746725101716001
install_and,0.0746592729195263
ordered_i,0.07464906264839492
had_no,0.0743333066362939
ultra_ii,0.07405950373805761
ii,0.07405950373805761
neet,-0.07359548335259057
is_usable,-0.07359548335259057
especiatlly_since,-0.07359548335259057
especiatlly,-0.07359548335259057
item_especiatlly,-0.07359548335259057
speed_as,-0.07359548335259057
very_neet,-0.07359548335259057
_speed,-0.07359548335259057
usable_with,-0.07359548335259057
neet_item,-0.07359548335259057
not_work,-0.0734143765918272
delivery,0.07315638997480457
weeks,-0.07194818794839677
drive,0.07177438823785806
worthless,-0.07163089151579237
to_ship,-0.0714427218556263
ship,-0.0714427218556263
a_lot,0.07022048322557564
lot,0.07022048322557564
it_back,-0.07021026088849536
using_it,0.07017174064293356
warranty,-0.07014687450134616
uncomfortable,-0.06988452896693792
wonderful,0.0698832694581991
battery,0.06980516509909643
music,-0.06970304878013772
type,-0.06884257189682355
off,0.06881721256012668
no,0.06867648001977851
with_my,0.06853898952272189
something,-0.06838375336935863
time_and,-0.06834187799568038
not_as,-0.06819939236909064
small,0.06816221913479209
still,-0.06815205678724806
stopped_working,-0.06814226625853773
cartridge,0.06763204092039884
antenna,-0.0673483823098931
for_your,0.06730057489687173
memory,0.06727058384478544
since,-0.0669478466033458
yet,0.06678424013802128
in_my,-0.0666656879133479
wall,-0.06654428531392505
ve,0.06645422016449676
i_am,0.06643809175680566
awesome,0.06628091456773429
great_product,0.065813437279969
i_was,-0.0657944355085305
worth,0.06575740406053959
hang,-0.06574643880780034
the_time,0.06570057238210686
ridata,-0.06565396174619442
very_disappointed,-0.06559043739715721
so_far,0.0655220804303786
cord,-0.06550887501526512
cheap,-0.0654775014747287
never_received,-0.06527799622217118
some,0.0652221461947779
then,-0.06515330763646301
not_worth,-0.0651023820410094
charging,-0.06501723536063797
have_not,0.06499452834782163
my_expectations,-0.06448765076293611
flimsy,-0.06435555897719175
external,-0.06421124969458403
might_be,-0.06402946303553798
might,-0.06402946303553798
armband,-0.06402307300206088
the_top,0.0638028480898405
top,0.0638028480898405
base,0.0637494017400097
that_i,-0.06373208050933353
was,-0.06366374190806817
happy,0.06356783530556656
i_purchased,-0.06342386259574195
can_get,0.06334900428757782
tried,-0.06330404946077782
t_buy,-0.06310367539036607
wrong,0.06309672197687681
good_value,0.06286921459333214
find,0.062863636379104
m,-0.06282476336101059
t_had,0.0626838773841597
comfortable,0.06237252392569822
microphone,-0.06232694463607617
ever,0.06211241045875662
i_would,0.06204030653929263
extremely,-0.061961648142197505
and_cannot,-0.06140262706398912
as_expected,0.06099982118872128
check,0.060951861749433095
digitial,0.0609482471406251
sent_to,0.0609482471406251
digitial_ultra,0.0609482471406251
secure_digitial,0.0609482471406251
unopened,0.0609482471406251
item_unopened,0.0609482471406251
_sent,0.0609482471406251
mb_secure,0.0609482471406251
me_was,0.0609482471406251
right_item,0.0609482471406251
the_right,0.0609482471406251
worked_perfectly,0.060943787688544776
returned,-0.060932028164069056
down_the,-0.06080577878396515
clock,0.06077455768440214
carry,0.060738804983813524
and_sandisk,-0.060686089949999286
verbatim,-0.0606249955708404
dvds,0.060610108638357835
cool,0.06050314267337986
m_using,0.06042122288760988
seller,-0.06039760233040965
love_it,0.06037067933474423
several,-0.060263907675359704
switch,0.060151733200352636
apple,-0.06006445035977195
low_power,-0.059819145706867055
the_problem,-0.059819145706867055
easy_to,0.059716792384970525
my_money,-0.059676082032993696
use_it,0.05963850825226412
it_looks,0.05933107585362755
bose,-0.05932764010872935
fast_and,0.0592662441249923
bucks_mopre,-0.058977101692301956
its,-0.058977101692301956
mopre_total,-0.058977101692301956
_player,-0.058977101692301956
total,-0.058977101692301956
_bucks,-0.058977101692301956
player_for,-0.058977101692301956
its_only,-0.058977101692301956
better_deal,-0.058977101692301956
mopre,-0.058977101692301956
then_get,-0.058977101692301956
empty,-0.058977101692301956
very,0.05896625530878047
adapter_for,0.05883613672947191
cd,-0.0588147017760045
also,-0.05873418674760607
the_same,-0.05867726059259104
spend,-0.05829812613185001
to_me,0.058255048354497796
i_ordered,0.05817772167802872
super,0.05817607551745347
good_for,0.05810752915734756
you_can,0.05801317657496492
year,-0.05798718168758511
only,0.05791626099109132
please,-0.057751663972450754
range,0.057472599005212566
replaced,-0.05742691764538267
cordless,0.05719382411242748
but_i,-0.057082792317707104
not_had,0.056986508553480364
_hours,-0.056913945091623445
just_fine,0.05682927182205573
doing,0.05666660911432613
does_not,-0.05630042512043248
our,0.05622262696532064
exactly,0.05617252345567443
run,0.05603146103401802
things,-0.05589158691719122
all_my,-0.055865876258756095
close,0.05564834360203756
option,0.05549193268235517
card_and,0.05542360543536245
the_delivery,0.05542360543536245
you_muc,0.05542360543536245
thank_you,0.05542360543536245
muc,0.05542360543536245
delivery_was,0.05542360543536245
thank,0.05542360543536245
and_still,-0.05535513402639965
say,0.05530629752478618
purchased,-0.055285813785167844
manufacturing,-0.05517573744642928
phone_seemed,-0.05517573744642928
to_hang,-0.05517573744642928
to_manufacturing,-0.05517573744642928
wall_and,-0.05517573744642928
t_due,-0.05517573744642928
hang_on,-0.05517573744642928
a_wall,-0.05517573744642928
nice_but,-0.05517573744642928
seemed_nice,-0.05517573744642928
product,0.055025171976113396
the_item,0.054912962462045536
long,0.05485928633259166
very_handy,-0.054797827030157405
dvd,0.05468870930602632
your_music,-0.054642489991871046
fantastic,0.054498243958323284
cds,-0.054474347785737856
skip,-0.054366498839413704
feature_included,-0.054366498839413704
skip_feature,-0.054366498839413704
product_descriptio,-0.054366498839413704
the_skip,-0.054366498839413704
descriptio,-0.054366498839413704
included_in,-0.054366498839413704
buy_these,-0.05425192546205514
ink,0.054235459709783586
and_delivered,-0.05421061695439527
treats_and,-0.05421061695439527
tricks_just,-0.05421061695439527
tricks,-0.05421061695439527
delivered_on,-0.05421061695439527
no_tricks,-0.05421061695439527
time_as,-0.05421061695439527
just_treats,-0.05421061695439527
treats,-0.05421061695439527
a_few,0.05413987164072891
capacity,0.054105041467148875
received,-0.05406817617442325
out_and,-0.054039764811819366
hear,-0.05401212436917678
get_a,-0.053995012192447595
highly_recommend,0.053765587470009896
reviews,0.053588779314575855
re,-0.0534932457258454
it_i,-0.05349278821146742
pictures_from,-0.05330616759836091
one_of,-0.05316268118242904
the_garmin,0.05297427533290304
i_tried,-0.05290558958809642
me,-0.0526976209749082
protection,-0.05268192861794693
bother,-0.05259551653321372
t_bother,-0.05259551653321372
this_one,0.052467372350433805
a_piece,-0.05218784664972286
